,index,date,dateUtc,openDateUtc,instrumentName,period,profitAndLoss,transactionType,reference,openLevel,closeLevel,size,currency,cashTransaction,profit_float
517,17,2023-12-06,2023-12-06T03:12:40,2023-12-06T03:12:40,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag USD/CAD Mini umgerechnet in 0.6850,-,E-0.21,WITH,11118187,-,0,-,E,False,-0.21
518,18,2023-12-06,2023-12-06T03:12:35,2023-12-06T03:12:35,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag USD/CAD Mini umgerechnet in @{3@,-,E-0.14,WITH,11983187,-,0,-,E,False,-0.14
519,19,2023-12-06,2023-12-06T03:07:17,2023-12-06T03:07:17,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6850,-,E-0.12,WITH,11774187,-,0,-,E,False,-0.12
520,20,2023-12-06,2023-12-06T01:56:54,2023-12-06T01:56:54,Kapitalertragssteuer,-,E-5.91,WITH,11583189,-,0,-,E,False,-5.91
521,21,2023-12-06,2023-12-06T01:56:54,2023-12-06T01:56:54,Solidaritätszuschlag,-,E-0.33,WITH,11584189,-,0,-,E,False,-0.33
522,22,2023-12-06,2023-12-06T01:56:45,2023-12-06T00:45:32,GBP/AUD Mini converted at 0.60729053816892,-,E23.62,TRADE,AP2XCWAH,1.91726,1.91337,-1,E,False,23.62
523,23,2023-12-06,2023-12-06T01:37:08,2023-12-06T01:37:08,Solidaritätszuschlag,-,E-0.05,WITH,11568189,-,0,-,E,False,-0.05
524,24,2023-12-06,2023-12-06T01:37:08,2023-12-06T01:37:08,Kapitalertragssteuer,-,E-0.92,WITH,11567189,-,0,-,E,False,-0.92
525,25,2023-12-06,2023-12-06T01:36:53,2023-12-05T01:17:19,NZD/CAD Mini converted at 0.6791808873717249,-,E3.67,TRADE,APX2QGAR,0.83495,0.83549,+1,E,False,3.67
526,26,2023-12-05,2023-12-05T21:31:59,2023-12-05T21:31:59,Kapitalertragssteuer,-,E-1.94,WITH,11351189,-,0,-,E,False,-1.94
527,27,2023-12-05,2023-12-05T21:31:59,2023-12-05T21:31:59,Solidaritätszuschlag,-,E-0.11,WITH,11352189,-,0,-,E,False,-0.11
528,28,2023-12-05,2023-12-05T21:31:35,2023-12-05T19:05:35,GBP/USD Mini converted at 0.92162074,-,E7.74,TRADE,APD587BD,1.25848,1.25932,+1,E,False,7.74
529,29,2023-12-05,2023-12-05T18:48:26,2023-12-04T14:54:55,EUR/USD Mini converted at 0.9320093624999999,-,E-50.24,TRADE,ANXP9FAZ,1.08364,1.07825,+1,E,False,-50.24
530,30,2023-12-05,2023-12-05T15:41:23,2023-12-04T14:44:32,AUD/CAD Mini converted at 0.6848568274437299,-,E-56.16,TRADE,AFGL47AM,0.89754,0.88934,+1,E,False,-56.16
531,31,2023-12-05,2023-12-05T02:41:13,2023-12-05T02:41:13,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6851,-,E-0.12,WITH,11672188,-,0,-,E,False,-0.12
532,32,2023-12-05,2023-12-05T02:18:51,2023-12-05T02:18:51,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in 0.9275,-,E-0.22,WITH,11110188,-,0,-,E,False,-0.22
533,33,2023-12-05,2023-12-05T02:17:45,2023-12-05T02:17:45,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag EUR/USD Mini umgerechnet in @{3@,-,E-0.44,WITH,11398185,-,0,-,E,False,-0.44
534,34,2023-12-05,2023-12-05T01:45:32,2023-12-05T01:45:32,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6851,-,E-0.14,WITH,11155167,-,0,-,E,False,-0.14
535,35,2023-12-05,2023-12-05T01:45:30,2023-12-05T01:45:30,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.16,WITH,11135167,-,0,-,E,False,-0.16
536,36,2023-12-05,2023-12-05T01:16:38,2023-12-05T01:16:38,Kapitalertragssteuer,-,E-1.07,WITH,11813189,-,0,-,E,False,-1.07
537,37,2023-12-05,2023-12-05T01:16:38,2023-12-05T01:16:38,Solidaritätszuschlag,-,E-0.06,WITH,11814189,-,0,-,E,False,-0.06
538,38,2023-12-05,2023-12-05T01:16:31,2023-12-05T00:52:16,NZD/CAD Mini converted at 0.67792221949692,-,E4.27,TRADE,AH42RWAW,0.83546,0.83483,-1,E,False,4.27
539,39,2023-12-05,2023-12-05T00:51:35,2023-12-05T00:51:35,Solidaritätszuschlag,-,E-0.12,WITH,11784189,-,0,-,E,False,-0.12
540,40,2023-12-05,2023-12-05T00:51:35,2023-12-05T00:51:35,Kapitalertragssteuer,-,E-2.12,WITH,11783189,-,0,-,E,False,-2.12
541,41,2023-12-05,2023-12-05T00:51:28,2023-12-04T15:28:00,NZD/CAD Mini converted at 0.6776175104541399,-,E8.47,TRADE,AH2965AL,0.83431,0.83556,+1,E,False,8.47
542,42,2023-12-04,2023-12-04T21:34:12,2023-12-04T21:34:12,Solidaritätszuschlag,-,E-0.04,WITH,11672189,-,0,-,E,False,-0.04
543,43,2023-12-04,2023-12-04T21:34:12,2023-12-04T21:34:12,Kapitalertragssteuer,-,E-0.66,WITH,11671189,-,0,-,E,False,-0.66
544,44,2023-12-04,2023-12-04T21:33:47,2023-12-04T20:02:20,USD/CAD Mini converted at 0.67831505177736,-,E2.65,TRADE,AHP4ULA3,1.35425,1.35386,-1,E,False,2.65
545,45,2023-12-04,2023-12-04T15:26:48,2023-12-04T15:26:48,Solidaritätszuschlag,-,E-0.18,WITH,11233189,-,0,-,E,False,-0.18
546,46,2023-12-04,2023-12-04T15:26:48,2023-12-04T15:26:48,Kapitalertragssteuer,-,E-3.28,WITH,11232189,-,0,-,E,False,-3.28
547,47,2023-12-04,2023-12-04T15:26:28,2023-12-04T15:02:55,NZD/CAD Mini converted at 0.679823587486905,-,E13.12,TRADE,AFZNVJAL,0.8363,0.83437,-1,E,False,13.12
548,48,2023-12-04,2023-12-04T15:21:40,2023-12-04T15:21:40,Kapitalertragssteuer,-,E-2.12,WITH,91195189,-,0,-,E,False,-2.12
549,49,2023-12-04,2023-12-04T15:21:40,2023-12-04T15:21:40,Solidaritätszuschlag,-,E-0.12,WITH,91196189,-,0,-,E,False,-0.12
550,0,2023-12-04,2023-12-04T15:21:27,2023-12-04T13:51:54,EUR/GBP Mini converted at 1.161060525,-,E8.48,TRADE,AFV7WEAK,0.85776,0.85703,-1,E,False,8.48
551,1,2023-12-04,2023-12-04T15:01:46,2023-12-04T15:01:46,Solidaritätszuschlag,-,E-0.08,WITH,11929189,-,0,-,E,False,-0.08
552,2,2023-12-04,2023-12-04T15:01:46,2023-12-04T15:01:46,Kapitalertragssteuer,-,E-1.49,WITH,11928189,-,0,-,E,False,-1.49
553,3,2023-12-04,2023-12-04T15:01:23,2023-12-04T14:44:56,NZD/CAD Mini converted at 0.678164797453215,-,E5.97,TRADE,AFN2QKA5,0.83519,0.83607,+1,E,False,5.97
554,4,2023-12-04,2023-12-04T14:51:38,2023-12-04T14:51:38,Solidaritätszuschlag,-,E-0.11,WITH,11811189,-,0,-,E,False,-0.11
555,5,2023-12-04,2023-12-04T14:51:38,2023-12-04T14:51:38,Kapitalertragssteuer,-,E-1.91,WITH,11810189,-,0,-,E,False,-1.91
556,6,2023-12-04,2023-12-04T14:51:32,2023-12-04T14:39:16,EUR/USD Mini converted at 0.9179138675,-,E7.62,TRADE,AFKMQ3A9,1.08301,1.08384,+1,E,False,7.62
557,7,2023-12-04,2023-12-04T14:41:25,2023-12-04T14:18:50,GBP/USD Mini converted at 0.927686355,-,E-5.38,TRADE,AFEMWVBA,1.26221,1.26279,-1,E,False,-5.38
558,8,2023-12-04,2023-12-04T14:36:46,2023-12-04T14:36:46,Solidaritätszuschlag,-,E-0.04,WITH,11642189,-,0,-,E,False,-0.04
559,9,2023-12-04,2023-12-04T14:36:46,2023-12-04T14:36:46,Kapitalertragssteuer,-,E-0.71,WITH,11641189,-,0,-,E,False,-0.71
560,10,2023-12-04,2023-12-04T14:36:29,2023-12-04T14:18:20,EUR/USD Mini converted at 0.91885862,-,E2.85,TRADE,AFCZS7AS,1.08264,1.08295,+1,E,False,2.85
561,11,2023-12-04,2023-12-04T12:16:33,2023-12-04T12:16:33,Solidaritätszuschlag,-,E-0.07,WITH,91127189,-,0,-,E,False,-0.07
562,12,2023-12-04,2023-12-04T12:16:33,2023-12-04T12:16:33,Kapitalertragssteuer,-,E-1.25,WITH,91126189,-,0,-,E,False,-1.25
563,13,2023-12-04,2023-12-04T12:16:21,2023-12-04T11:07:14,NZD/CAD Mini converted at 0.67669582012782,-,E5.01,TRADE,AEJMKJAW,0.83892,0.83818,-1,E,False,5.01
564,14,2023-11-30,2023-11-30T12:19:34,2023-11-30T12:19:34,Solidaritätszuschlag,-,E-0.06,WITH,11225189,-,0,-,E,False,-0.06
565,15,2023-11-30,2023-11-30T12:19:34,2023-11-30T12:19:34,Kapitalertragssteuer,-,E-1.17,WITH,11224189,-,0,-,E,False,-1.17
566,16,2023-11-30,2023-11-30T12:19:14,2023-11-29T13:22:01,AUD/CAD Mini converted at 0.669708962657355,-,E4.55,TRADE,9ZNHZ3A2,0.89929,0.89861,-1,E,False,4.55
567,17,2023-11-30,2023-11-30T03:38:34,2023-11-30T03:38:34,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag AUD/NZD Mini umgerechnet in @{3@,-,E-0.71,WITH,11207168,-,0,-,E,False,-0.71
568,18,2023-11-30,2023-11-30T03:38:34,2023-11-30T03:38:34,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/NZD Mini umgerechnet in 0.5640,-,E-0.14,WITH,11831187,-,0,-,E,False,-0.14
569,19,2023-11-30,2023-11-30T03:36:21,2023-11-30T03:36:21,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6743,-,E-0.13,WITH,11563167,-,0,-,E,False,-0.13
570,20,2023-11-30,2023-11-30T03:36:19,2023-11-30T03:36:19,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in @{3@,-,E0.26,DEPO,11137189,-,0,-,E,False,0.26
571,21,2023-11-29,2023-11-29T22:00:02,2023-11-29T10:07:00,AUD/NZD Mini converted at 0.563928759805425,-,E-18.44,TRADE,9TNB2LAM,1.07737,1.0741,+1,E,False,-18.44
572,22,2023-11-29,2023-11-29T19:04:42,2023-11-29T19:04:42,Kapitalertragssteuer,-,E-1.86,WITH,11123189,-,0,-,E,False,-1.86
573,23,2023-11-29,2023-11-29T19:04:42,2023-11-29T19:04:42,Solidaritätszuschlag,-,E-0.10,WITH,11124189,-,0,-,E,False,-0.1
574,24,2023-11-29,2023-11-29T19:04:26,2023-11-28T17:12:27,GBP/USD Mini converted at 0.9056405424999999,-,E7.79,TRADE,9P9Z53AM,1.27107,1.27193,+1,E,False,7.79
575,25,2023-11-29,2023-11-29T12:28:47,2023-11-29T12:28:47,Solidaritätszuschlag,-,E-0.08,WITH,11826189,-,0,-,E,False,-0.08
576,26,2023-11-29,2023-11-29T12:28:47,2023-11-29T12:28:47,Kapitalertragssteuer,-,E-1.53,WITH,11825189,-,0,-,E,False,-1.53
577,27,2023-11-29,2023-11-29T12:28:37,2023-11-29T07:35:25,AUD/NZD Mini converted at 0.557708853557945,-,E6.13,TRADE,9T5RBFAQ,1.07496,1.07606,+1,E,False,6.13
578,28,2023-11-29,2023-11-29T08:13:54,2023-11-29T08:13:54,Solidaritätszuschlag,-,E-0.01,WITH,11487189,-,0,-,E,False,-0.01
579,29,2023-11-29,2023-11-29T08:13:54,2023-11-29T08:13:54,Kapitalertragssteuer,-,E-0.25,WITH,11486189,-,0,-,E,False,-0.25
580,30,2023-11-29,2023-11-29T08:13:38,2023-11-29T07:56:33,AUD/NZD Mini converted at 0.56380221481737,-,E-1.69,TRADE,9SVGEYAQ,1.07598,1.07568,+1,E,False,-1.69
581,31,2023-11-29,2023-11-29T08:13:37,2023-11-29T06:49:31,NZD/JPY Mini converted at 0.006141637898,-,E0.98,TRADE,9SVBTAAV,90.925,90.909,-1,E,False,0.98
582,32,2023-11-29,2023-11-29T07:56:05,2023-11-29T07:56:05,Solidaritätszuschlag,-,E-0.34,WITH,11313189,-,0,-,E,False,-0.34
583,33,2023-11-29,2023-11-29T07:56:05,2023-11-29T07:56:05,Kapitalertragssteuer,-,E-6.13,WITH,11312189,-,0,-,E,False,-6.13
584,34,2023-11-29,2023-11-29T07:55:47,2023-11-29T01:35:15,NZD/CAD Mini converted at 0.6677314578693448,-,E24.51,TRADE,9SQT4DA8,0.8394,0.83573,-1,E,False,24.51
585,35,2023-11-29,2023-11-29T07:35:02,2023-11-29T07:35:02,Kapitalertragssteuer,-,E-0.62,WITH,11279189,-,0,-,E,False,-0.62
586,36,2023-11-29,2023-11-29T07:35:02,2023-11-29T07:35:02,Solidaritätszuschlag,-,E-0.03,WITH,11280189,-,0,-,E,False,-0.03
587,37,2023-11-29,2023-11-29T07:34:49,2023-11-29T04:03:19,AUD/NZD Mini converted at 0.55878942062767,-,E2.46,TRADE,9SNWQVAL,1.07432,1.07476,+1,E,False,2.46
588,38,2023-11-29,2023-11-29T04:15:41,2023-11-29T04:15:41,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6736,-,E-0.12,WITH,11725186,-,0,-,E,False,-0.12
589,39,2023-11-29,2023-11-29T04:15:39,2023-11-29T04:15:39,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.11,WITH,11451188,-,0,-,E,False,-0.11
590,40,2023-11-29,2023-11-29T04:12:05,2023-11-29T04:12:05,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in 0.9142,-,E-0.26,WITH,11710189,-,0,-,E,False,-0.26
591,41,2023-11-29,2023-11-29T04:11:34,2023-11-29T04:11:34,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/USD Mini umgerechnet in @{3@,-,E-0.11,WITH,11140186,-,0,-,E,False,-0.11
592,42,2023-11-29,2023-11-29T01:34:43,2023-11-29T01:34:43,Kapitalertragssteuer,-,E-1.71,WITH,91129189,-,0,-,E,False,-1.71
593,43,2023-11-29,2023-11-29T01:34:43,2023-11-29T01:34:43,Solidaritätszuschlag,-,E-0.09,WITH,91130189,-,0,-,E,False,-0.09
594,44,2023-11-29,2023-11-29T01:34:43,2023-11-29T01:34:43,Kapitalertragssteuer,-,E-0.07,WITH,91131189,-,0,-,E,False,-0.07
595,45,2023-11-29,2023-11-29T01:34:21,2023-11-29T01:07:32,NZD/USD Mini converted at 0.903329655,-,E0.27,TRADE,9RV6M8A4,0.61951,0.61954,+1,E,False,0.27
596,46,2023-11-29,2023-11-29T01:34:21,2023-11-29T01:07:25,GBP/NZD Mini converted at 0.559757644629425,-,E6.83,TRADE,9RVNP6AS,2.05511,2.05389,-1,E,False,6.83
597,47,2023-11-29,2023-11-29T00:25:47,2023-11-29T00:25:47,Kapitalertragssteuer,-,E-1.04,WITH,11960189,-,0,-,E,False,-1.04
598,48,2023-11-29,2023-11-29T00:25:47,2023-11-29T00:25:47,Solidaritätszuschlag,-,E-0.06,WITH,11961189,-,0,-,E,False,-0.06
599,49,2023-11-29,2023-11-29T00:25:26,2023-11-29T00:01:40,EUR/NZD Mini converted at 0.555460962817315,-,E4.17,TRADE,9RM7NJAY,1.79046,1.79121,+1,E,False,4.17
600,0,2023-11-29,2023-11-28T23:21:32,2023-11-28T14:04:54,NZD/CAD Mini converted at 0.673366834171095,-,E-33.87,TRADE,9NR97MAM,0.82929,0.83432,-1,E,False,-33.87
601,1,2023-11-28,2023-11-28T20:18:50,2023-11-28T20:18:50,Kapitalertragssteuer,-,E-0.96,WITH,11543189,-,0,-,E,False,-0.96
602,2,2023-11-28,2023-11-28T20:18:50,2023-11-28T20:18:50,Solidaritätszuschlag,-,E-0.05,WITH,11544189,-,0,-,E,False,-0.05
603,3,2023-11-28,2023-11-28T20:18:29,2023-11-28T20:01:18,EUR/NZD Mini converted at 0.55539120193352,-,E3.83,TRADE,9Q3YAXAJ,1.79077,1.79146,+1,E,False,3.83
604,4,2023-11-28,2023-11-28T16:46:11,2023-11-27T22:18:46,GBP/USD Mini converted at 0.9137193675,-,E-76.57,TRADE,9K6QU9AM,1.26203,1.27041,-1,E,False,-76.57
605,5,2023-11-28,2023-11-28T16:25:49,2023-11-28T13:54:13,AUD/CAD Mini converted at 0.67389737314146,-,E-23.86,TRADE,9NQG8RAM,0.89974,0.90328,-1,E,False,-23.86
606,6,2023-11-28,2023-11-28T14:04:40,2023-11-28T14:04:40,Kapitalertragssteuer,-,E-0.10,WITH,11355189,-,0,-,E,False,-0.1
607,7,2023-11-28,2023-11-28T14:04:40,2023-11-28T14:04:40,Solidaritätszuschlag,-,E-0.01,WITH,11356189,-,0,-,E,False,-0.01
608,8,2023-11-28,2023-11-28T14:04:16,2023-11-28T07:18:55,NZD/CAD Mini converted at 0.66755002432072,-,E0.40,TRADE,9NR5LDAL,0.8292,0.82926,+1,E,False,0.4
609,9,2023-11-28,2023-11-28T13:53:35,2023-11-28T13:53:35,Solidaritätszuschlag,-,E-0.14,WITH,11271189,-,0,-,E,False,-0.14
610,10,2023-11-28,2023-11-28T13:53:35,2023-11-28T13:53:35,Kapitalertragssteuer,-,E-2.57,WITH,11270189,-,0,-,E,False,-2.57
611,11,2023-11-28,2023-11-28T13:53:29,2023-11-28T08:19:06,AUD/CAD Mini converted at 0.66741345425048,-,E10.28,TRADE,9NPZ7WAU,0.89832,0.89986,+1,E,False,10.28
612,12,2023-11-28,2023-11-28T10:32:52,2023-11-28T00:40:11,EUR/USD Mini converted at 0.917682585,-,E-7.98,TRADE,9M3M9WA4,1.096,1.09513,+1,E,False,-7.98
613,13,2023-11-27,2023-11-27T17:40:38,2023-11-27T08:33:56,NZD/CAD Mini converted at 0.673712153968035,-,E-2.22,TRADE,9KFFGLAN,0.82991,0.83024,-1,E,False,-2.22
614,14,2023-11-27,2023-11-27T16:29:23,2023-11-27T16:29:23,Solidaritätszuschlag,-,E-0.13,WITH,11293189,-,0,-,E,False,-0.13
615,15,2023-11-27,2023-11-27T16:29:23,2023-11-27T16:29:23,Kapitalertragssteuer,-,E-2.38,WITH,11292189,-,0,-,E,False,-2.38
616,16,2023-11-27,2023-11-27T16:29:03,2023-11-27T16:29:03,Kapitalertragssteuer,-,E-1.60,WITH,11290189,-,0,-,E,False,-1.6
617,17,2023-11-27,2023-11-27T16:29:03,2023-11-27T16:29:03,Solidaritätszuschlag,-,E-0.09,WITH,11291189,-,0,-,E,False,-0.09
618,18,2023-11-27,2023-11-27T16:29:00,2023-11-27T15:57:04,GBP/NZD Mini converted at 0.553939512032645,-,E9.53,TRADE,9J6KDFAP,2.06964,2.07136,+1,E,False,9.53
619,19,2023-11-27,2023-11-27T16:28:53,2023-11-27T08:47:13,AUD/CAD Mini converted at 0.66776954903744,-,E6.41,TRADE,9J6FEGAU,0.89989,0.89893,-1,E,False,6.41
620,20,2023-11-27,2023-11-27T15:06:50,2023-11-27T15:06:50,Solidaritätszuschlag,-,E-0.09,WITH,11634189,-,0,-,E,False,-0.09
621,21,2023-11-27,2023-11-27T15:06:50,2023-11-27T15:06:50,Kapitalertragssteuer,-,E-1.69,WITH,11633189,-,0,-,E,False,-1.69
622,22,2023-11-27,2023-11-27T15:06:32,2023-11-27T06:12:09,GBP/USD Mini converted at 0.9107468825,-,E6.74,TRADE,9JN8R8A2,1.26196,1.26122,-1,E,False,6.74
623,23,2023-11-27,2023-11-27T15:02:08,2023-11-27T15:02:08,Solidaritätszuschlag,-,E-0.10,WITH,11610189,-,0,-,E,False,-0.1
624,24,2023-11-27,2023-11-27T15:02:08,2023-11-27T15:02:08,Kapitalertragssteuer,-,E-1.73,WITH,11609189,-,0,-,E,False,-1.73
625,25,2023-11-27,2023-11-27T15:02:02,2023-11-27T12:26:16,AUD/USD Mini converted at 0.91009267,-,E6.92,TRADE,9JL887AN,0.66032,0.65956,-1,E,False,6.92
626,26,2023-11-27,2023-11-27T10:11:33,2023-11-27T10:11:33,Solidaritätszuschlag,-,E-0.14,WITH,11584189,-,0,-,E,False,-0.14
627,27,2023-11-27,2023-11-27T10:11:33,2023-11-27T10:11:33,Kapitalertragssteuer,-,E-2.57,WITH,11583189,-,0,-,E,False,-2.57
628,28,2023-11-27,2023-11-27T10:11:26,2023-11-27T06:12:06,EUR/JPY Mini converted at 0.006086875930764999,-,E10.29,TRADE,9HF6NXA2,163.29,163.459,+1,E,False,10.29
629,29,2023-11-27,2023-11-27T08:46:53,2023-11-27T08:46:53,Kapitalertragssteuer,-,E-2.18,WITH,11317189,-,0,-,E,False,-2.18
630,30,2023-11-27,2023-11-27T08:46:53,2023-11-27T08:46:53,Solidaritätszuschlag,-,E-0.12,WITH,11318189,-,0,-,E,False,-0.12
631,31,2023-11-27,2023-11-27T08:46:30,2023-11-22T15:03:55,AUD/CAD Mini converted at 0.6667024028093,-,E10.00,TRADE,9G47GRA2,0.89834,0.89984,+1,E,False,10.0
632,32,2023-11-27,2023-11-27T08:32:50,2023-11-27T08:32:50,Solidaritätszuschlag,-,E-0.09,WITH,11266189,-,0,-,E,False,-0.09
633,33,2023-11-27,2023-11-27T08:32:50,2023-11-27T08:32:50,Kapitalertragssteuer,-,E-1.70,WITH,11265189,-,0,-,E,False,-1.7
634,34,2023-11-27,2023-11-27T08:32:39,2023-11-27T02:26:02,NZD/CAD Mini converted at 0.66664880003199,-,E6.80,TRADE,9G25HTAK,0.82873,0.82975,+1,E,False,6.8
635,35,2023-11-27,2023-11-27T03:46:30,2023-11-27T03:46:30,Solidaritätszuschlag,-,E-0.25,WITH,11812189,-,0,-,E,False,-0.25
636,36,2023-11-27,2023-11-27T03:46:30,2023-11-27T03:46:30,Kapitalertragssteuer,-,E-4.47,WITH,11811189,-,0,-,E,False,-4.47
637,37,2023-11-27,2023-11-27T03:46:22,2023-11-24T06:46:53,EUR/NZD Mini converted at 0.551371779739,-,E19.02,TRADE,9GDVJRAV,1.80083,1.80428,+1,E,False,19.02
638,38,2023-11-27,2023-11-27T02:26:11,2023-11-27T02:26:11,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in 0.6736,-,E-0.37,WITH,11605188,-,0,-,E,False,-0.37
639,39,2023-11-27,2023-11-27T02:26:10,2023-11-27T02:26:10,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.13,WITH,11323187,-,0,-,E,False,-0.13
640,40,2023-11-27,2023-11-27T02:25:49,2023-11-27T02:25:49,Solidaritätszuschlag,-,E-0.04,WITH,11752189,-,0,-,E,False,-0.04
641,41,2023-11-27,2023-11-27T02:25:49,2023-11-27T02:25:49,Kapitalertragssteuer,-,E-0.77,WITH,11751189,-,0,-,E,False,-0.77
642,42,2023-11-27,2023-11-27T02:25:29,2023-11-27T01:32:53,NZD/CAD Mini converted at 0.6664009992669649,-,E3.07,TRADE,9F75ZZBC,0.82929,0.82883,-1,E,False,3.07
643,43,2023-11-27,2023-11-27T02:04:16,2023-11-27T02:04:16,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag EUR/NZD Mini umgerechnet in 0.5592,-,E-0.67,WITH,11178190,-,0,-,E,False,-0.67
644,44,2023-11-27,2023-11-27T02:04:16,2023-11-27T02:04:16,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag EUR/NZD Mini umgerechnet in @{3@,-,E-0.49,WITH,11192186,-,0,-,E,False,-0.49
645,45,2023-11-27,2023-11-27T01:35:11,2023-11-27T01:35:11,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in 0.6736,-,E-0.40,WITH,11133187,-,0,-,E,False,-0.4
646,46,2023-11-27,2023-11-27T01:35:09,2023-11-27T01:35:09,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.14,WITH,11333167,-,0,-,E,False,-0.14
647,47,2023-11-27,2023-11-27T00:04:34,2023-11-27T00:04:34,Solidaritätszuschlag,-,E-0.11,WITH,11601189,-,0,-,E,False,-0.11
648,48,2023-11-27,2023-11-27T00:04:34,2023-11-27T00:04:34,Kapitalertragssteuer,-,E-2.02,WITH,11600189,-,0,-,E,False,-2.02
649,49,2023-11-27,2023-11-27T00:04:23,2023-11-24T21:46:55,NZD/CAD Mini converted at 0.667312741648955,-,E8.07,TRADE,9FSVUZAT,0.82977,0.82856,-1,E,False,8.07
650,0,2023-11-24,2023-11-24T21:46:51,2023-11-24T21:46:51,Solidaritätszuschlag,-,E-0.06,WITH,11416189,-,0,-,E,False,-0.06
651,1,2023-11-24,2023-11-24T21:46:51,2023-11-24T21:46:51,Kapitalertragssteuer,-,E-1.10,WITH,11415189,-,0,-,E,False,-1.1
652,2,2023-11-24,2023-11-24T21:46:28,2023-11-24T18:53:54,NZD/CAD Mini converted at 0.666923605409445,-,E4.40,TRADE,9E734SBD,0.82922,0.82988,+1,E,False,4.4
653,3,2023-11-24,2023-11-24T17:32:30,2023-11-24T17:32:30,Solidaritätszuschlag,-,E-0.08,WITH,91152189,-,0,-,E,False,-0.08
654,4,2023-11-24,2023-11-24T17:32:30,2023-11-24T17:32:30,Kapitalertragssteuer,-,E-1.46,WITH,91151189,-,0,-,E,False,-1.46
655,5,2023-11-24,2023-11-24T17:32:22,2023-11-24T16:00:56,USD/CAD Mini converted at 0.668487370963085,-,E5.82,TRADE,9EYCS8AJ,1.36046,1.36133,+1,E,False,5.82
656,6,2023-11-24,2023-11-24T12:18:30,2023-11-23T09:18:01,USD/CAD Mini converted at 0.6726637484441549,-,E-1.28,TRADE,9DJWZ8AV,1.36784,1.36803,-1,E,False,-1.28
657,7,2023-11-24,2023-11-24T03:13:48,2023-11-24T03:13:48,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag USD/CAD Mini umgerechnet in 0.6729,-,E-0.20,WITH,11529167,-,0,-,E,False,-0.2
658,8,2023-11-24,2023-11-24T03:13:43,2023-11-24T03:13:43,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag USD/CAD Mini umgerechnet in @{3@,-,E-0.42,WITH,11657187,-,0,-,E,False,-0.42
659,9,2023-11-24,2023-11-24T02:55:35,2023-11-24T02:55:35,Kapitalertragssteuer,-,E-2.49,WITH,11729189,-,0,-,E,False,-2.49
660,10,2023-11-24,2023-11-24T02:55:35,2023-11-24T02:55:35,Solidaritätszuschlag,-,E-0.14,WITH,11730189,-,0,-,E,False,-0.14
661,11,2023-11-24,2023-11-24T02:55:21,2023-11-23T14:46:59,GBP/NZD Mini converted at 0.552320579076135,-,E10.22,TRADE,9B8JZ4AV,2.0732,2.07135,-1,E,False,10.22
662,12,2023-11-24,2023-11-24T02:52:04,2023-11-24T02:52:04,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/NZD Mini umgerechnet in 0.5574,-,E-0.26,WITH,11127168,-,0,-,E,False,-0.26
663,13,2023-11-24,2023-11-24T02:52:03,2023-11-24T02:52:03,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/NZD Mini umgerechnet in @{3@,-,E0.01,DEPO,11406190,-,0,-,E,False,0.01
